round,selected_clients,selected_client_count,decision_threshold,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_balanced_accuracy,val_sensitivity,val_specificity,val_confidence_accuracy_top30,val_confidence_accuracy_top50,val_confidence_accuracy_ge90,val_confidence_coverage_ge90,test_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_balanced_accuracy,test_sensitivity,test_specificity,test_confidence_accuracy_top30,test_confidence_accuracy_top50,test_confidence_accuracy_ge90,test_confidence_coverage_ge90,mean_epsilon,cumulative_epsilon,mean_hybrid_alpha,mean_update_norm,round_time_sec,round_communication_bytes,round_communication_mb,cumulative_communication_bytes,cumulative_communication_mb
1,0,1,0.8949999999999999,0.27279927585169533,0.6179346735743958,0.8368580060422961,0.7740724025660037,0.6119008133933507,0.6367729407514451,0.8761022927689595,0.6119008133933507,0.24867724867724866,0.9751243781094527,0.9697986577181208,0.8732394366197183,0.9512893982808023,0.351460221550856,0.5955052657973922,0.8184553660982948,0.742915996784566,0.5906585164629116,0.6061481715900783,0.8667841696042401,0.5906585164629116,0.208955223880597,0.9723618090452262,0.9733333333333334,0.8577154308617234,0.9485714285714286,0.3510531594784353,,,,1.805846910906849,106.27276349067688,395649808,377.32106018066406,395649808,377.32106018066406
2,0,1,0.8699999999999999,0.23265924883223024,0.5747483360083081,0.8539778449144008,0.7865798414496036,0.6831813156440022,0.7145493871093727,0.8944957750927901,0.6831813156440022,0.4074074074074074,0.9589552238805971,0.9765100671140939,0.9114688128772636,0.948051948051948,0.3877139979859013,0.5434048728215898,0.8495486459378134,0.8064831594766619,0.6733512087802195,0.7073293880043211,0.8849096227405685,0.6733512087802195,0.3781094527363184,0.9685929648241206,0.99,0.9158316633266533,0.9782016348773842,0.36810431293881646,,,,1.5058253767951537,96.41908502578735,395649808,377.32106018066406,791299616,754.6421203613281
3,0,1,0.82,0.21200136102248576,0.505629248489426,0.8710976837865055,0.798549839373784,0.7605326541893707,0.7770199149509494,0.9086117033878227,0.7605326541893707,0.582010582010582,0.9390547263681592,1.0,0.9295774647887324,0.9712230215827338,0.4199395770392749,0.476045568345662,0.8645937813440321,0.8094720368997612,0.7348371209280231,0.7623226845466923,0.8997037425935648,0.7348371209280231,0.5174129353233831,0.9522613065326633,1.0,0.9559118236472945,0.9832134292565947,0.4182547642928786,,,,1.5265492970404833,95.67355728149414,395649808,377.32106018066406,1186949424,1131.9631805419922
4,0,1,0.825,0.1948948005649531,0.46615259452888974,0.8761329305135952,0.8083225953156977,0.7676893311221669,0.7852436908004283,0.916153360183211,0.7676893311221669,0.5925925925925926,0.9427860696517413,1.0,0.9476861167002012,0.9664429530201343,0.4501510574018127,0.4477255007209127,0.8716148445336008,0.8160792276453912,0.7578283207080176,0.7811526800290844,0.9050163754093853,0.7578283207080176,0.5671641791044776,0.9484924623115578,1.0,0.9579158316633266,0.9775280898876404,0.4463390170511535,,,,1.478394716719184,95.66916227340698,395649808,377.32106018066406,1582599232,1509.2842407226562
5,0,1,0.83,0.18373472334904092,0.4677601609705438,0.8801611278952669,0.8049410892634208,0.8086255231777619,0.8067603699070327,0.9213522335412884,0.8086255231777619,0.6931216931216931,0.9241293532338308,1.0,0.937625754527163,0.935871743486974,0.5025176233635448,0.44789005688941824,0.8655967903711134,0.7943582745306883,0.7763725343133578,0.7847582037996546,0.9117790444761119,0.7763725343133578,0.6268656716417911,0.9258793969849246,0.9966666666666667,0.9559118236472945,0.9613034623217923,0.49247743229689067,,,,1.4823569402110484,95.91579079627991,395649808,377.32106018066406,1978249040,1886.6053009033203
6,0,1,0.7999999999999999,0.17780228684160196,0.4169682159884819,0.8811681772406847,0.8087229305808541,0.8011529653320698,0.8048427069592676,0.9193845586880413,0.8011529653320698,0.671957671957672,0.9303482587064676,0.9966442953020134,0.96579476861167,0.9695740365111561,0.49647532729103727,0.39377336109892175,0.872617853560682,0.8110605306209546,0.7733318332958323,0.7897158933325361,0.9174354358858972,0.7733318332958323,0.6069651741293532,0.9396984924623115,1.0,0.9799599198396793,0.9798792756539235,0.49849548645937813,,,,1.3986016616704504,95.70039439201355,395649808,377.32106018066406,2373898848,2263.9263610839844
7,0,1,0.8849999999999999,0.16356277737383532,0.441908545364426,0.8862034239677744,0.8397279430460208,0.763790176103609,0.7931604647433239,0.9240240595961989,0.763790176103609,0.5661375661375662,0.9614427860696517,0.9966442953020134,0.9537223340040242,0.950381679389313,0.527693856998993,0.41897273852808425,0.8826479438314945,0.8661311475409836,0.7442842321058026,0.7838764722557265,0.9204855121378034,0.7442842321058026,0.5124378109452736,0.9761306532663316,1.0,0.969939879759519,0.9682539682539683,0.5055165496489469,,,,1.4938677921855867,95.69875431060791,395649808,377.32106018066406,2769548656,2641.2474212646484
8,0,1,0.815,0.1551985522853994,0.39655887108194865,0.8892245720040282,0.8208755191677393,0.8182697622996131,0.8195619135720893,0.9254915896706941,0.8182697622996131,0.7037037037037037,0.9328358208955224,0.9966442953020134,0.971830985915493,0.9502572898799314,0.5871097683786506,0.3769474928692327,0.8736208625877633,0.8095163295133245,0.7832570814270357,0.7951770690667188,0.9198979974499363,0.7832570814270357,0.6318407960199005,0.9346733668341709,1.0,0.9759519038076152,0.9618717504332756,0.5787362086258776,,,,1.4722351123775366,95.72844052314758,395649808,377.32106018066406,3165198464,3018.5684814453125
9,0,1,0.82,0.14913981310675078,0.369409105929003,0.892245720040282,0.8305755547134858,0.8100173734502092,0.8196534323235718,0.9286306562425966,0.8100173734502092,0.6772486772486772,0.9427860696517413,1.0,0.9818913480885312,0.9722222222222222,0.5800604229607251,0.3584733693267302,0.8696088264794383,0.8039833159541189,0.7733068326708168,0.7869546064224285,0.9221918047951199,0.7733068326708168,0.6119402985074627,0.9346733668341709,1.0,0.9939879759519038,0.9689119170984456,0.5807422266800402,,,,1.4101397601974215,95.61413383483887,395649808,377.32106018066406,3560848272,3395.8895416259766
10,0,1,0.835,0.1404785856521018,0.3919235183393127,0.8912386706948641,0.8268877053793255,0.8134427070994235,0.819886333100446,0.927742241175077,0.8134427070994235,0.6878306878306878,0.9390547263681592,1.0,0.9798792756539235,0.9560975609756097,0.6193353474320241,0.3668155344941073,0.8796389167502507,0.8230215368930802,0.7851665041626041,0.8017183087387136,0.9238605965149129,0.7851665041626041,0.6268656716417911,0.9434673366834171,1.0,0.9939879759519038,0.9624183006535948,0.6138415245737212,,,,1.4580816953999858,95.68089389801025,395649808,377.32106018066406,3956498080,3773.2106018066406
